,LDA_Topic_0,LDA_Topic_1,LDA_Topic_2,LDA_Topic_3,LDA_Topic_4,LDA_Topic_5,LDA_Topic_6,LDA_Topic_7,LDA_Topic_8,LDA_Topic_9,LDA_Topic_10,LDA_Topic_11,LDA_Topic_12,LDA_Topic_13,LDA_Topic_14,LDA_Topic_15,LDA_Topic_16,LDA_Topic_17,LDA_Topic_18,LDA_Topic_19,LDA_Topic_20,LDA_Topic_21,LDA_Topic_22,LDA_Topic_23,LDA_Topic_24,LDA_Topic_25,LDA_Topic_26
순서,4.4584267e-06,3.683086e-06,2.6571297e-05,0.00084958324,1.8900875e-05,1.1208286e-05,6.4664923e-06,9.210084e-06,0.00027785054,7.366627e-06,7.9441e-06,1.3534392e-05,1.2591528e-05,5.1000093e-06,4.5340643e-05,0.0005093834,0.00039966858,0.000107830565,7.33523e-06,1.14868035e-05,5.9717113e-06,4.6121436e-06,8.607831e-06,0.00043016483,0.0013605839,3.0388805e-06,3.9540137e-05
지평,4.3729087e-06,2.6487887e-06,6.8166214e-06,0.0010702988,1.903487e-05,1.0071777e-05,6.495143e-06,4.6896616e-06,6.1844526e-06,6.497817e-06,7.634033e-06,1.3377995e-05,1.165567e-05,5.023746e-06,7.67555e-06,9.191445e-06,3.5810215e-06,3.8547696e-06,6.052019e-06,1.0924412e-05,0.00021835852,3.9938545e-06,6.9790094e-06,9.669393e-06,0.00056374935,3.661033e-05,3.8947856e-05
공감대,5.405944e-05,0.0001424276,7.389255e-06,0.00023680033,1.8686746e-05,1.0846798e-05,6.2334316e-06,4.648892e-06,6.074701e-06,1.616709e-05,7.5257494e-06,1.0990001e-05,1.0454094e-05,5.5077944e-06,7.763181e-06,9.109166e-06,3.661825e-06,3.6438214e-06,6.065012e-06,1.1082102e-05,3.6687272e-06,4.2013926e-06,0.0027870531,9.765962e-06,7.673013e-06,2.911404e-06,3.8367645e-05
수원,4.06976e-06,2.8424024e-06,6.3942935e-06,0.00017602698,1.870875e-05,1.4011859e-05,6.520232e-06,4.538814e-06,5.930138e-06,5.8282752e-05,7.747695e-06,1.1337837e-05,1.2250962e-05,5.9534004e-06,0.00015728062,0.00032217425,4.482448e-06,3.6952922e-06,6.7821416e-06,1.2777488e-05,0.0009741141,5.189532e-06,0.0007461138,1.00478e-05,8.667958e-06,3.3185206e-06,3.8612234e-05
대사,0.0004957075,3.473831e-06,8.215104e-06,7.3865085e-06,1.8646226e-05,1.0515802e-05,5.6753847e-06,4.70866e-06,6.2185245e-06,2.3694463e-05,8.442223e-06,1.20216455e-05,0.0006063151,5.2140404e-06,8.399341e-06,9.176808e-06,6.965851e-06,3.7947134e-06,7.4237755e-06,1.0741016e-05,0.00019476525,0.0005157195,7.218787e-06,1.1473564e-05,6.726453e-05,3.9533716e-05,3.8452905e-05
대입,3.8146886e-06,2.806311e-06,6.689782e-06,0.00018795821,1.8824836e-05,1.0264374e-05,5.775593e-06,4.607086e-06,8.550386e-06,7.542163e-06,0.0021211335,1.118328e-05,9.64345e-06,5.0128406e-06,5.3638883e-05,9.197303e-06,7.7751265e-06,3.679333e-06,6.7385304e-06,1.1067738e-05,0.00013968397,2.7463482e-05,7.77001e-06,9.782262e-06,4.98308e-06,2.3284822e-06,3.919491e-05
미적분,3.8145038e-06,3.2098726e-06,6.9936727e-06,7.979952e-06,1.834612e-05,1.0447829e-05,5.927685e-06,4.5525903e-06,6.275334e-06,6.457895e-06,7.726137e-06,1.103013e-05,9.213589e-06,4.971255e-06,7.653095e-06,2.5166595e-05,0.000723204,3.6892013e-06,1.33641925e-05,1.0894133e-05,0.0002758164,1.4423983e-05,7.768176e-06,9.826807e-06,6.4377627e-06,2.1532016e-06,3.9514547e-05
상징,6.6148204e-06,2.6602831e-06,6.7594574e-06,6.9228213e-06,1.971977e-05,1.188251e-05,0.00019068076,4.7974536e-06,6.5297186e-06,0.00057883037,0.0003538417,1.2043468e-05,1.200902e-05,5.13254e-06,8.163246e-06,9.377285e-06,5.552521e-06,3.6811384e-06,6.3545062e-06,1.1443003e-05,3.8475555e-06,0.00035427205,7.653177e-06,0.00070399686,6.324619e-06,9.125909e-06,0.0010574522
서류,4.422044e-06,2.7453252e-06,6.463586e-06,6.749451e-06,1.8745968e-05,1.0487408e-05,6.815099e-05,5.10603e-06,6.064212e-06,6.1583646e-06,8.052021e-06,1.1494488e-05,1.0225936e-05,7.1908835e-06,7.634448e-06,9.818806e-06,3.6558708e-06,0.000728279,7.5020994e-06,1.0786024e-05,3.3077029e-06,0.00021161875,7.0904425e-06,0.00025575445,5.8380474e-06,3.9752417e-06,3.81128e-05
수석,4.6344517e-06,3.6407403e-06,7.169484e-06,0.00058339635,0.001093331,2.8498938e-05,1.6576127e-05,4.8602037e-06,2.1020873e-05,1.1262821e-05,7.718766e-06,0.00027818166,1.4496319e-05,2.5302665e-05,8.695881e-06,9.149492e-06,0.0005475093,3.9692814e-06,8.348844e-06,1.1800425e-05,3.862243e-06,0.0009901676,7.448611e-06,0.00030091425,6.8988825e-06,3.1896987e-05,4.251392e-05
외교,4.4772796e-06,3.8172866e-06,6.643125e-06,6.507224e-06,1.9717532e-05,9.984187e-06,5.8905694e-06,5.0281565e-06,6.2459735e-06,7.006236e-06,7.6270703e-06,1.11857435e-05,9.414309e-06,5.1777783e-06,7.7046325e-06,1.001247e-05,3.565277e-06,3.7251132e-06,6.4932374e-06,6.939409e-05,3.1708275e-06,0.0007147208,7.058652e-06,9.96466e-06,4.905309e-06,2.333637e-06,0.0038956136
전형,3.8618573e-06,2.7787537e-05,7.299643e-06,7.1645263e-06,2.0640959e-05,1.1428493e-05,6.129794e-06,4.589611e-06,7.395162e-06,0.0004980867,7.313315e-06,1.1036306e-05,1.0913103e-05,0.00041708248,7.759766e-06,0.00049826107,4.3983046e-06,5.4354755e-06,1.0497068e-05,1.1041808e-05,3.3375359e-06,0.0012588804,7.257267e-06,9.674931e-06,5.5761448e-06,2.2246645e-06,4.121139e-05
정시,4.0748114e-06,2.567241e-06,8.892544e-06,7.49968e-06,1.8286366e-05,9.872906e-06,6.1843693e-06,4.578918e-06,7.896847e-06,6.326166e-06,7.729136e-06,1.0759902e-05,9.781612e-06,4.847485e-06,7.699279e-06,0.0021961988,3.9257284e-06,3.5970716e-06,2.2064512e-05,1.1045251e-05,3.1591883e-06,0.00091709406,7.217287e-06,9.463727e-06,5.2445776e-06,2.1054238e-06,4.4532902e-05
제출,5.379043e-06,0.00038874248,7.0478695e-06,0.00017684799,1.9954676e-05,1.3551928e-05,6.2980657e-06,1.6847824e-05,7.122965e-06,8.173431e-06,0.0018013936,1.492969e-05,0.00017287795,5.4449497e-06,8.718218e-06,0.00047094468,0.0005767049,3.7851821e-06,9.518295e-06,1.0998898e-05,0.00015019615,1.4902099e-05,0.0012149235,1.0492732e-05,7.056589e-06,0.0001214744,4.9201488e-05
총회,5.350458e-05,0.00013373492,6.317664e-06,3.666188e-05,2.0048952e-05,1.0135084e-05,5.719292e-06,4.527151e-06,6.0559905e-06,6.3428843e-06,8.257873e-06,1.1397863e-05,1.0115108e-05,7.4521204e-06,8.013963e-06,9.248497e-06,0.0004757401,3.8267913e-06,6.300494e-06,1.08596505e-05,8.66459e-05,1.21790445e-05,7.994185e-06,0.00026327107,4.9372757e-06,0.0001357723,3.813322e-05
학과,4.346471e-06,0.00018854634,1.1658428e-05,7.919166e-05,2.4450224e-05,1.1605761e-05,0.00044310748,6.7409355e-06,7.002203e-06,0.00012386475,7.968846e-06,1.3959006e-05,4.9783383e-05,0.0045396513,0.00010590108,1.0705352e-05,0.0004814958,4.722606e-06,1.0035612e-05,1.2147473e-05,7.412383e-05,4.2902237e-05,1.2387122e-05,1.07886035e-05,5.900117e-05,3.6051465e-06,4.122943e-05
합격,3.974301e-06,2.6646064e-06,6.4715355e-06,1.42815825e-05,1.9189007e-05,1.1827984e-05,6.150847e-06,6.7940855e-05,0.00012879778,7.4123527e-06,0.0007730614,1.1345057e-05,1.05433755e-05,5.3118647e-06,7.730815e-06,0.00012567735,0.0013379507,3.7393888e-06,1.3492654e-05,1.1159959e-05,1.9712825e-05,1.2938128e-05,0.0001930477,1.5803307e-05,5.7673183e-06,2.5040647e-06,4.1406383e-05
확률,0.0007726465,0.00027833442,7.3024244e-06,2.449909e-05,2.064935e-05,1.1554623e-05,0.00026451668,5.747707e-06,6.2406475e-06,7.767463e-06,0.0005281526,1.0990456e-05,1.0207006e-05,5.3030676e-06,8.460799e-06,1.0319029e-05,3.6262481e-06,3.8185085e-06,6.660226e-06,1.1072145e-05,0.00014753948,0.00039536014,0.0013080505,1.1293068e-05,0.00028246635,3.4325606e-06,0.001089514
확정,3.969099e-06,0.00027515084,7.796489e-06,0.0001864249,2.755222e-05,1.5157463e-05,0.00017076163,5.0634435e-06,0.00036575532,6.274713e-06,7.792557e-06,1.1512529e-05,1.2535187e-05,5.8775e-06,9.73864e-06,9.862744e-06,0.00029102006,3.816994e-06,8.225203e-06,1.515124e-05,4.608519e-06,0.00050759944,7.2917687e-06,1.527957e-05,9.717063e-06,0.00031262488,4.4226985e-05
경고,4.063829e-06,0.0003246359,6.5948075e-06,0.00015278664,8.825102e-05,1.1732276e-05,1.8148423e-05,7.1635395e-06,0.0015364564,8.942203e-06,0.0008446408,1.265879e-05,1.4046011e-05,2.4039839e-05,8.195032e-06,0.00018965047,3.953329e-06,0.00015342826,1.067801e-05,1.0935025e-05,2.2703698e-05,4.251458e-05,8.124062e-06,1.44610385e-05,5.7027905e-06,9.789994e-06,3.8316997e-05
기후,4.1136614e-06,0.0005397086,6.4329192e-06,7.759235e-06,1.913136e-05,1.0259566e-05,0.00082190725,4.631272e-06,6.2589847e-06,1.0770947e-05,0.0005480757,1.1571322e-05,1.0955188e-05,0.00038561164,8.243853e-06,9.326787e-06,0.000101666636,4.596939e-06,7.4781688e-06,1.2116968e-05,0.0006576947,4.4187498e-05,1.5712629e-05,1.2458136e-05,6.807903e-05,1.2517491e-05,0.0011032078
농업,3.8625694e-06,2.8035872e-06,6.3573716e-06,7.298594e-06,1.9389116e-05,1.0783144e-05,5.8362125e-06,4.5369197e-06,5.9109952e-06,8.006213e-06,7.721163e-06,1.3867108e-05,1.0008154e-05,0.0012165883,7.869808e-06,9.6511785e-06,3.827918e-06,3.915293e-06,1.678872e-05,1.0946308e-05,0.00012509532,4.613622e-06,7.198844e-06,9.481329e-06,4.8714037e-06,0.000120970515,0.00105455
라인업,4.0540567e-06,2.823807e-06,8.714724e-06,8.188817e-06,0.0005921503,1.2031032e-05,5.6447307e-06,0.00080971053,6.17823e-06,6.423216e-06,7.97716e-06,2.1926146e-05,9.787729e-06,1.3355338e-05,0.0018440246,1.0323903e-05,3.8058122e-06,3.4847293e-05,1.4838078e-05,1.1865089e-05,3.1197028e-06,4.316045e-06,7.843581e-06,0.00070389325,6.4521296e-06,2.8555473e-06,3.8047358e-05
매개,5.0118874e-06,0.00028754593,7.5054313e-06,7.910562e-06,1.8973407e-05,4.5728488e-05,5.752218e-06,4.786104e-06,6.0928182e-06,7.1031054e-06,7.4833806e-06,1.44693295e-05,1.0036928e-05,1.2437931e-05,7.98971e-06,9.60959e-06,3.8251733e-06,4.4723283e-06,5.6437955e-05,1.1362424e-05,0.0015672912,4.583301e-06,1.1098566e-05,0.0023534324,3.7653142e-05,0.00018112583,3.847972e-05
모니터링,4.1502544e-06,3.7534537e-06,6.953312e-06,9.616334e-06,2.12742e-05,7.430236e-05,7.5940843e-06,0.0001257759,4.877889e-05,0.00076058664,8.200488e-06,0.0004718673,1.6674992e-05,6.6244806e-06,8.20555e-06,0.002050347,3.8124053e-05,8.393627e-06,9.930301e-06,1.2450593e-05,0.00025207095,0.00022030382,7.715642e-06,0.00032455268,5.558873e-06,0.00028368572,3.8333244e-05
바이오,2.4632314e-05,0.00048427086,0.004648702,9.088888e-06,2.7670007e-05,2.8599976e-05,6.402342e-06,8.392116e-06,7.4710756e-06,7.752809e-06,1.0895189e-05,1.9309937e-05,2.053637e-05,2.4308298e-05,9.979045e-06,1.3066526e-05,4.348368e-06,0.0016590132,9.146565e-06,0.0066138012,8.8522036e-05,0.00026739095,3.2323613e-05,4.7700858e-05,6.7685028e-06,2.5295105e-05,4.2449225e-05
변수,7.5115686e-06,0.00068591704,6.6215034e-06,6.7011542e-06,1.9063496e-05,3.8449478e-05,5.799161e-06,4.8323864e-06,6.208299e-06,9.987047e-06,9.866333e-06,1.2741797e-05,9.72861e-06,9.809456e-05,7.910411e-06,9.438689e-06,3.608309e-06,3.833538e-06,6.9429075e-06,1.07138885e-05,3.2186772e-06,4.4520943e-06,1.025936e-05,0.0016996464,7.704365e-06,0.0001350885,3.816583e-05
사진제공,3.841468e-06,2.63592e-06,6.256027e-06,6.6357034e-06,1.8286366e-05,1.4341655e-05,5.6363697e-06,4.789078e-06,5.9109952e-06,0.00021761355,7.305248e-06,1.1907523e-05,9.449515e-06,0.00013381505,7.73278e-06,9.197284e-06,4.2633806e-06,3.5970716e-06,6.3869206e-06,1.4250774e-05,0.0009490722,4.103054e-06,8.8451225e-06,1.0334992e-05,4.9828694e-05,2.274034e-06,3.7864043e-05
소모,4.291732e-06,1.0884073e-05,6.419281e-06,7.105494e-06,1.8490735e-05,1.1851995e-05,5.8461815e-06,5.0351464e-06,7.4207446e-06,0.00016917723,7.685482e-06,1.2372045e-05,9.5840705e-06,1.6711281e-05,7.767767e-06,9.5071e-06,3.7798106e-06,0.0006098441,6.3060475e-06,1.0940952e-05,0.00032565923,6.468525e-05,7.2060943e-06,1.0127757e-05,5.1795323e-06,2.9440812e-06,3.942458e-05
응답,0.00021066575,3.922339e-05,1.7049664e-05,8.245768e-05,2.1448726e-05,5.0748135e-05,6.843238e-06,0.000691509,6.640963e-06,0.0011270674,0.0012464806,0.0009957271,1.5643953e-05,7.4015625e-06,0.00067628163,2.1624235e-05,5.602383e-05,6.2800646e-05,7.991404e-06,1.1701404e-05,0.0007455691,0.0005597725,9.6091435e-06,1.4178716e-05,3.102321e-05,0.00039336833,0.0025477032
이래,4.0690297e-06,0.000195091,6.2675535e-06,7.8058465e-06,1.8721039e-05,1.0257354e-05,0.00040548446,4.7331505e-06,6.1562746e-06,1.3358443e-05,7.6474225e-06,1.1627088e-05,1.0128069e-05,0.0005627037,7.820734e-06,9.402112e-06,3.820778e-06,3.698667e-06,6.4855917e-06,1.0734835e-05,3.1878262e-06,6.559793e-06,7.3907813e-06,0.00031965406,2.7504711e-05,3.7675858e-05,0.0011790214
일반적,0.0006161838,0.00013772777,6.885734e-06,0.0001397944,1.9100846e-05,1.1578266e-05,1.8964933e-05,5.7728494e-06,6.304278e-06,0.00031059384,8.157046e-06,1.5137688e-05,1.319629e-05,0.00026421444,8.094849e-06,0.0002001304,0.00012616401,0.00054849277,0.00015734015,1.18092985e-05,0.0001536336,7.5762064e-06,0.00012246889,1.125864e-05,0.00062311965,3.8094647e-06,6.040754e-05
자극,8.993395e-06,3.904928e-06,6.62693e-06,7.303054e-06,1.8982144e-05,1.0870289e-05,0.00047742628,6.1266287e-06,6.1687474e-06,7.4331806e-06,8.752635e-06,3.4743993e-05,0.000691141,0.00037822372,7.755975e-06,1.0338312e-05,0.00022660282,4.4725675e-06,6.3786624e-06,1.1092423e-05,1.2558357e-05,5.1853817e-06,7.432288e-06,1.30391245e-05,0.00060841796,9.634555e-05,3.838895e-05
재해,3.7861757e-06,2.5242814e-06,6.30133e-06,6.529918e-06,1.9753386e-05,9.864617e-06,5.6363697e-06,4.521349e-06,5.9109952e-06,6.938031e-06,7.2989988e-06,1.1051033e-05,9.067173e-06,0.00013349002,9.916248e-06,0.0024538953,3.587516e-06,3.5970716e-06,5.933703e-06,1.0540962e-05,3.1197028e-06,4.3499113e-06,8.111677e-06,9.450751e-06,6.273556e-06,2.1177327e-06,3.786404e-05
전기,0.0001166289,0.00010594265,6.6878615e-06,9.374366e-06,2.0016914e-05,1.1960009e-05,8.4447915e-05,4.7328053e-06,7.1924387e-06,6.936881e-06,0.0014988132,1.573068e-05,1.004043e-05,3.1869604e-05,8.953728e-06,1.5225447e-05,0.000118731805,0.0013295633,1.0130484e-05,1.1566784e-05,0.0005594601,2.728342e-05,9.414914e-06,0.00051733595,2.846007e-05,4.09495e-06,4.3529093e-05
제거,4.3311934e-06,0.0003016138,6.4750507e-06,0.00027368806,1.967183e-05,1.0119354e-05,0.0001825824,8.057226e-06,0.00014443514,7.7048735e-06,7.615004e-06,1.3019921e-05,1.578975e-05,0.00040348814,8.724389e-06,9.899652e-06,3.7989537e-06,4.3954797e-06,6.1856094e-06,1.14963705e-05,3.4278196e-06,2.8963968e-05,7.1553013e-06,9.871472e-06,0.00027812034,0.00013641312,3.9352995e-05
제어,4.2319875e-06,8.3882944e-05,7.375364e-06,1.2763944e-05,0.0010793946,3.5029985e-05,6.077441e-06,0.00013550202,0.0003483839,7.170329e-06,0.0008245193,1.1290824e-05,1.6103499e-05,2.7726688e-05,7.726996e-06,1.1155497e-05,3.828522e-06,3.8807534e-06,0.00041607575,1.1421347e-05,0.000110767025,4.1380144e-06,8.810844e-06,0.0013173071,0.000115525596,2.8007391e-06,4.0673625e-05
지표,5.009653e-06,0.00010573612,0.0030289209,0.004132127,1.9623192e-05,1.4442726e-05,6.023076e-06,0.00023813364,6.2676463e-06,1.880335e-05,8.52003e-06,1.3448053e-05,1.5568881e-05,3.504674e-05,3.3643326e-05,1.0845696e-05,3.782468e-06,6.4614132e-06,9.655497e-06,1.1084064e-05,5.0373437e-06,0.00017249926,9.7247275e-06,0.00074515,0.00025190253,9.734667e-06,3.810865e-05
치료,1.1301969e-05,0.00047439756,6.6655143e-06,2.334093e-05,2.0893442e-05,1.1610844e-05,6.506317e-06,5.370385e-06,6.697726e-06,1.5529115e-05,7.439733e-05,0.0007677313,1.4597684e-05,0.00026335492,8.249074e-06,1.1607782e-05,0.00014508337,0.0010679268,7.772514e-06,1.2508856e-05,4.5294405e-06,2.578695e-05,7.706739e-06,1.1609154e-05,0.0002197476,2.4838679e-05,3.9376206e-05
투명,4.080666e-06,2.7123144e-06,6.6077578e-06,5.718637e-05,1.85192e-05,1.1451472e-05,0.00092684827,4.6932832e-06,6.2404756e-06,6.6256575e-06,7.57553e-06,1.117779e-05,1.1772907e-05,0.00012303844,7.670744e-06,9.358318e-06,3.7380948e-06,2.3401395e-05,6.5985973e-06,1.0923093e-05,3.4356344e-06,0.00073429634,0.00060641184,1.3135399e-05,4.8445527e-06,3.8301764e-06,0.00012101375
투자자,0.0004448737,0.00054324465,6.463874e-06,3.2657957e-05,2.1258078e-05,1.2170971e-05,6.413354e-06,0.00017457153,0.00015264453,8.147251e-06,8.330683e-06,1.3042912e-05,1.6354352e-05,1.2131668e-05,8.2027955e-06,0.00015763122,3.7455509e-06,0.0014204402,9.812688e-06,1.905131e-05,8.9095265e-05,9.138354e-06,1.07717215e-05,1.1826054e-05,5.8289265e-06,4.3479427e-05,3.9722632e-05
패턴,0.0007716591,0.0007604964,7.367439e-06,0.000292484,2.0914877e-05,1.1289923e-05,6.2810973e-06,0.0004165715,0.00050188525,9.156921e-06,1.9578902e-05,0.0011951615,2.2716575e-05,1.0965652e-05,0.00021767261,0.00012690882,5.893871e-06,0.00010964533,9.783001e-06,2.1293505e-05,0.00048438614,1.2712973e-05,8.6856835e-06,2.5240095e-05,0.00012229776,7.690296e-05,4.8005215e-05
헬스,0.00031700332,3.0276744e-05,7.2670855e-06,1.4866137e-05,0.0017604285,1.0975826e-05,6.2738077e-06,0.0013665727,6.7067585e-06,7.4608624e-06,1.1440525e-05,1.4291138e-05,1.4179299e-05,1.725195e-05,8.267858e-06,9.394116e-06,4.4156614e-06,0.0015848954,9.7227385e-06,1.3935282e-05,3.674624e-06,8.379684e-05,8.266947e-06,0.0005812249,1.7333545e-05,7.789276e-06,4.2619307e-05
거주,4.4795174e-06,3.9532074e-06,6.540491e-06,7.322741e-06,1.922972e-05,1.0555612e-05,8.15161e-06,4.834783e-06,6.062064e-06,6.101618e-06,7.896022e-06,1.2056228e-05,9.304334e-06,0.00052913633,9.19887e-06,1.0997867e-05,2.7722623e-05,0.000107843436,8.341647e-06,0.0006928015,4.017114e-06,5.9872164e-05,0.002171263,1.201947e-05,5.881811e-06,0.00010736422,0.0011545797
아이스크림,4.046105e-06,2.5817696e-06,0.00027264637,1.3145227e-05,1.876119e-05,0.00014785772,7.23818e-06,5.6786257e-06,6.264843e-06,0.00043283292,8.728582e-06,1.15673165e-05,9.546382e-06,9.3410345e-06,1.0631024e-05,1.01548985e-05,0.00035081842,4.270817e-06,0.0014890447,2.8298062e-05,3.793084e-06,5.34599e-06,9.557197e-06,4.03312e-05,1.5079475e-05,0.001245018,4.658365e-05
외연,4.154016e-06,2.7480844e-06,6.8723193e-06,0.0004888376,1.9770323e-05,1.2358911e-05,5.8196392e-06,4.654809e-06,6.1831643e-06,6.7096767e-06,9.472608e-06,1.2443032e-05,9.115314e-06,5.577705e-06,0.0010307494,9.207138e-06,3.7914938e-06,9.786549e-06,6.337636e-06,1.4062317e-05,3.24152e-06,4.296124e-06,7.4501045e-06,1.0063386e-05,5.3729323e-06,0.00051488646,3.8944127e-05
홈런,3.8084845e-06,2.528622e-06,9.905076e-05,8.918351e-06,1.8645642e-05,5.00267e-05,5.925846e-06,5.1776387e-06,6.0924067e-06,6.232482e-06,7.297096e-06,1.107725e-05,9.209939e-06,5.281851e-06,8.094756e-06,9.674971e-06,0.00023890915,4.491294e-06,0.00021929185,1.3921358e-05,3.3019612e-06,4.626521e-06,6.9434127e-06,1.2087659e-05,8.636944e-06,0.0007632836,4.205356e-05
과금,5.6716176e-06,2.8212867e-06,6.659174e-06,6.7996925e-06,1.9679093e-05,1.2081107e-05,5.8891633e-06,0.0007801156,5.9819176e-06,7.852142e-06,7.805396e-06,1.1800762e-05,9.396678e-06,6.733132e-05,7.815242e-06,9.871328e-06,3.6804736e-06,4.008934e-06,6.537099e-06,1.0914464e-05,3.3711788e-06,4.2068764e-06,7.809942e-06,4.1099698e-05,4.8379775e-06,0.0002261861,3.8330316e-05
교육생,3.8717803e-06,3.0292435e-06,6.4734545e-06,7.490769e-06,1.8495855e-05,1.1012641e-05,5.6363697e-06,4.8624715e-06,5.9109952e-06,5.8847136e-06,1.0167909e-05,1.6629934e-05,1.0416046e-05,0.0037690068,7.711363e-06,9.156405e-06,4.5074894e-06,4.129423e-06,6.6999037e-06,1.103097e-05,5.8978235e-06,3.9824426e-06,6.8969534e-06,1.0356205e-05,5.4697794e-06,4.186456e-06,4.0293664e-05
기자간담회,9.24086e-06,2.8078894e-06,6.2431977e-06,7.361937e-06,0.0012491784,1.0009844e-05,6.2352115e-06,1.6578919e-05,6.5576605e-06,6.079243e-06,5.2474385e-05,0.0019222158,1.0679974e-05,5.1840534e-06,7.802654e-06,9.156431e-06,0.000356332,5.3401513e-06,0.00018249366,1.147406e-05,3.2551902e-06,3.8944527e-06,7.1618674e-06,0.00014315893,4.7266385e-06,0.00024012703,3.786404e-05
더빙,0.005378296,2.6817681e-06,6.31356e-06,4.923213e-05,2.0948753e-05,1.0242213e-05,5.790767e-06,7.796579e-06,5.9164017e-06,7.338513e-06,7.466786e-06,0.00032435037,1.9830413e-05,5.0677536e-06,7.927789e-06,9.396278e-06,1.2025765e-05,5.8710625e-06,6.65084e-06,1.1490035e-05,0.00018363028,8.6885175e-06,8.758959e-06,1.65445e-05,6.8096206e-06,9.9804465e-06,3.7995174e-05
말투,0.00041194435,2.8614486e-06,6.951164e-06,7.3952906e-06,1.9023108e-05,1.0060483e-05,6.7441456e-06,4.2707044e-05,5.9619424e-06,6.378058e-06,7.3140063e-06,1.1462419e-05,1.1707182e-05,5.3556046e-06,7.949391e-06,9.715098e-06,3.6990275e-06,0.00015162656,0.0003256348,1.7972558e-05,5.9668323e-06,3.929507e-06,7.697235e-06,1.1372131e-05,4.943178e-06,0.0003999271,3.8352926e-05
맞춤법,3.7947773e-06,2.7150816e-06,1.9585737e-05,6.5582126e-06,1.8754961e-05,1.0482634e-05,5.7974808e-06,5.666499e-06,6.1115184e-06,6.6365474e-06,0.00022374702,1.3629411e-05,9.186662e-06,5.8373284e-06,7.938437e-06,1.0164808e-05,3.7055245e-06,7.1120005e-05,0.0002765352,1.10154e-05,0.00029596762,4.4175317e-06,0.00019253217,9.893362e-06,0.00034003833,6.87113e-05,3.985562e-05
안착,4.082097e-06,9.933097e-06,7.2394005e-06,0.00043367682,1.8480358e-05,1.1636505e-05,5.9831837e-06,6.0874736e-06,5.9226472e-06,7.1128206e-06,0.0001618436,1.1397038e-05,9.873904e-06,6.746218e-06,8.151611e-06,1.0143501e-05,0.00015175961,4.2314227e-06,7.0201427e-06,1.1788452e-05,0.00029201372,4.497751e-06,0.0015769525,1.4904842e-05,0.00022141784,0.0006453743,4.0070903e-05
연구진,5.8056153e-06,0.00013484067,6.7259257e-06,1.1056595e-05,2.0290663e-05,1.8810812e-05,6.6799157e-06,5.3427552e-06,6.1164733e-06,6.421968e-06,0.002904474,1.2211977e-05,9.336708e-06,5.2058167e-06,8.578712e-06,1.2192738e-05,3.6925726e-06,0.00021333911,1.1378472e-05,0.0014732417,1.7538214e-05,9.351111e-06,7.459686e-06,1.217225e-05,4.9277933e-06,3.806498e-05,0.0041083232
온프레미스,1.3239433e-05,2.6448668e-06,6.6377693e-06,0.0012559913,1.8743034e-05,1.0214438e-05,5.69503e-06,4.6512973e-06,6.546397e-06,7.4971367e-06,7.656407e-06,1.1029829e-05,9.301923e-06,0.0002107155,7.720154e-06,9.607387e-06,4.5094066e-06,7.2529074e-06,6.267555e-06,1.0959114e-05,3.264259e-06,3.8651347e-06,7.402976e-06,1.1143765e-05,5.5894716e-06,0.000108333144,3.851039e-05
인터랙티브,3.0059035e-05,1.0349978e-05,6.9196267e-06,1.3930328e-05,1.9101397e-05,1.145529e-05,6.132721e-06,4.5239112e-06,5.9366225e-06,6.588629e-06,1.3716069e-05,1.1597465e-05,1.0234278e-05,5.187744e-06,8.723112e-06,9.283752e-06,0.00022579491,0.00010307947,6.061687e-06,1.08747145e-05,3.3756733e-06,0.000106109735,8.141624e-06,1.6080652e-05,3.0742314e-05,0.0009068057,3.939679e-05
자막,0.0006951178,4.6393207e-06,7.0139786e-06,0.0006881061,0.001334742,1.1464022e-05,0.00048466562,2.0226826e-05,0.00020698228,7.499449e-06,8.139231e-06,0.0018643168,1.0374634e-05,7.655846e-05,8.028435e-06,2.0168369e-05,0.00015448671,5.191458e-06,0.00024258904,1.3936331e-05,3.395056e-06,0.00050706684,1.2958409e-05,2.3677852e-05,4.822396e-06,4.940747e-05,3.8870305e-05
자체적,4.3727487e-06,0.00017634842,2.9909716e-05,8.449355e-06,1.9823661e-05,1.238421e-05,5.9535055e-06,4.7235903e-06,6.0092257e-06,0.00016494765,3.1017295e-05,1.13516735e-05,9.942785e-06,1.001169e-05,8.164961e-06,9.492208e-06,3.729064e-06,0.0004936368,6.808469e-06,1.1086364e-05,1.3415625e-05,0.00011178556,7.787284e-06,0.00032207207,5.9295966e-05,0.00023950632,4.0990188e-05
학습자들,3.7859515e-06,3.045426e-06,6.876137e-06,1.4288058e-05,1.8621467e-05,2.5528272e-05,5.9134463e-06,4.6136915e-06,6.0652796e-06,6.21977e-06,7.837143e-06,0.00053008395,1.0053866e-05,5.314922e-06,7.965965e-06,9.297796e-06,0.0005691062,4.3354536e-05,6.8654394e-06,1.1210183e-05,3.3270805e-06,4.559671e-06,8.2769675e-06,1.2414858e-05,0.0004888865,0.00010611251,3.794014e-05
