,BERT_Topic_0,BERT_Topic_1,BERT_Topic_2,BERT_Topic_3,BERT_Topic_4,BERT_Topic_5,BERT_Topic_6,BERT_Topic_7,BERT_Topic_8,BERT_Topic_9,BERT_Topic_10,BERT_Topic_11,BERT_Topic_12,BERT_Topic_13,BERT_Topic_14,BERT_Topic_15,BERT_Topic_16
연애,0.21944319,0.22075775,0.17160031,0.2320756,0.2300581,0.12413287,0.10559096,0.15789548,0.21644115,0.17383209,0.21189663,0.18165328,0.14960036,0.15260637,0.1641166,0.18230647,0.080155894
연주,0.45786288,0.41381052,0.38330793,0.5535165,0.4312574,0.3481021,0.29662937,0.48778158,0.44203192,0.36006522,0.33932012,0.33572388,0.436684,0.34170562,0.40818506,0.4487148,0.33411634
연평균,0.03998556,0.06866021,0.04078944,-0.0035547242,-0.020777002,0.042670254,0.1709508,-0.036891602,0.053443313,0.07049955,0.052827947,-0.008738018,-0.03475425,-0.0432036,-0.03471727,0.047237515,-0.003801465
열기,0.23164685,0.22739248,0.19261575,0.27434492,0.16742077,0.1407213,0.20843731,0.20348978,0.2122466,0.22613616,0.15526333,0.2113291,0.13668501,0.16626844,0.11250631,0.24318533,0.06441328
열풍,0.1523385,0.1687442,0.12877339,0.19813962,0.09185266,0.08510326,0.12732798,0.17350197,0.1467795,0.1714108,0.07948083,0.1537495,0.15210491,0.1372513,0.15252283,0.16454953,0.056864817
염두,0.42608434,0.3906525,0.3382848,0.5649997,0.37636116,0.2960817,0.26365978,0.4597298,0.4375066,0.3928792,0.27301067,0.2876711,0.4469376,0.31593174,0.43878317,0.38553318,0.26985276
영단어,0.49343756,0.45551544,0.40919408,0.6149992,0.41656104,0.36204517,0.33279762,0.5406832,0.48767823,0.41920942,0.34034574,0.32544222,0.53556615,0.36736274,0.5026184,0.4391231,0.35974476
영상,0.3288214,0.2983764,0.24026343,0.29987344,0.28510398,0.30858883,0.24183007,0.41236115,0.24974796,0.19380778,0.34425873,0.25107032,0.27342603,0.2196719,0.2470929,0.36183912,0.3580026
영어교육,0.38911155,0.29504925,0.5062018,0.34388483,0.3166354,0.18921332,0.2134844,0.4378897,0.37980258,0.20313141,0.34997758,0.28602314,0.36398786,0.39704537,0.44172415,0.29642278,0.43042666
영어권,0.39577395,0.361644,0.38387993,0.46891332,0.31331396,0.2373812,0.22966687,0.4828958,0.38402224,0.32084954,0.28025278,0.26663685,0.48476756,0.31974155,0.4939353,0.34442133,0.36979502
영어학습,0.47512096,0.37436575,0.57735056,0.4073953,0.41441643,0.29073718,0.3089044,0.5202323,0.4280319,0.24229506,0.46415442,0.34137312,0.42899618,0.4735673,0.48906958,0.37428033,0.54390705
영어회화,0.39673662,0.37348193,0.40057456,0.4392693,0.31086832,0.22379085,0.23227097,0.4809535,0.37764677,0.3065834,0.3026588,0.30004156,0.48371422,0.3337994,0.47187173,0.34286648,0.3800553
영업,0.43071413,0.47879547,0.30332607,0.46372774,0.36514625,0.3960078,0.30524242,0.40101564,0.3996895,0.3820205,0.3039545,0.4123528,0.39173186,0.3286767,0.31932384,0.38495177,0.20967433
영업이익,0.39894456,0.46180314,0.26325956,0.4206403,0.3306483,0.3733753,0.34283465,0.32942668,0.37170905,0.33755666,0.27722567,0.33265108,0.312861,0.24841392,0.25148022,0.33742344,0.1528947
영역,0.45360827,0.45563716,0.38744044,0.47490507,0.43062037,0.3374784,0.34616578,0.43485957,0.43438083,0.4256165,0.37329727,0.3856725,0.38776833,0.3488067,0.34785208,0.4319417,0.27943593
영예,0.33650613,0.29889312,0.27622348,0.40131593,0.3271206,0.2110477,0.16458648,0.3696345,0.3127756,0.24808231,0.22710454,0.21253175,0.30126968,0.22428367,0.25722212,0.28727657,0.20270142
영웅,0.2214809,0.19668552,0.16487546,0.22624356,0.28081986,0.15222937,0.08468324,0.22689533,0.21721913,0.14649855,0.16911922,0.17278066,0.13211489,0.119603895,0.091569155,0.24880767,0.15239403
영입,0.4695564,0.4465482,0.41388392,0.49544963,0.40529978,0.32845366,0.325041,0.4951686,0.4392529,0.357673,0.36874735,0.31347033,0.4580493,0.32913753,0.38305324,0.38846767,0.3444466
영토,0.39484936,0.41526282,0.3540737,0.416953,0.38314742,0.24836072,0.3038987,0.3708101,0.39333677,0.44126856,0.30245692,0.34585202,0.33952302,0.2761382,0.314449,0.37835264,0.21166396
영향,0.4449562,0.45517594,0.37403125,0.42047372,0.35232306,0.32534152,0.3809239,0.39020273,0.38224876,0.38036588,0.36867988,0.30345237,0.33760667,0.2846567,0.27992105,0.3668716,0.2437016
영향력,0.3927107,0.42781222,0.33362514,0.31897545,0.32283998,0.32532775,0.33719397,0.32278737,0.3327004,0.29923657,0.36190474,0.2632582,0.28598368,0.24661732,0.18038504,0.3357457,0.23351981
영화,0.44891608,0.43056875,0.3511994,0.4968856,0.38170668,0.35250884,0.30059534,0.4875892,0.40388244,0.3536209,0.35325152,0.34191695,0.40265244,0.3034222,0.3452761,0.43529212,0.31800267
예고,0.3944184,0.37448174,0.31574458,0.38789308,0.33143997,0.34564695,0.27875507,0.42931864,0.32713223,0.26255465,0.36430705,0.33529818,0.3399582,0.30841178,0.29663476,0.40063566,0.35750306
예방,0.3188522,0.35674584,0.22579746,0.2795288,0.25278217,0.27833956,0.2732642,0.24826998,0.23726127,0.3074146,0.29080778,0.24515226,0.25491676,0.1743432,0.16967417,0.2944812,0.16941866
예비,0.3585737,0.36964846,0.30405837,0.31176746,0.34781307,0.32347882,0.32025164,0.30809802,0.3396765,0.2538703,0.32122368,0.2480146,0.25003308,0.21076451,0.16858865,0.31873178,0.24531478
예산,0.24235594,0.2700386,0.23942536,0.20195359,0.1488992,0.20633756,0.23729408,0.15700972,0.2613212,0.22741987,0.19820938,0.22485562,0.11553684,0.17654505,0.08517552,0.2058788,0.09378818
예상,0.45426503,0.44328314,0.3597124,0.5350771,0.3892585,0.32746983,0.3425101,0.46156752,0.45719898,0.38880897,0.3149984,0.3298958,0.40753862,0.3149361,0.3885597,0.41197467,0.24683788
예선,0.38033447,0.3683402,0.29405648,0.43772468,0.33192083,0.2483553,0.26301366,0.39630413,0.40530878,0.3263263,0.24399337,0.26140234,0.3564129,0.23905015,0.34103173,0.343752,0.18988758
예술,0.26642996,0.24280965,0.25341475,0.20048799,0.25314394,0.22868784,0.15158701,0.24503985,0.17521438,0.16788997,0.26959294,0.23608759,0.1564587,0.21600245,0.09107454,0.24891868,0.2944543
예시,0.46451744,0.43392277,0.3736934,0.5862073,0.39629507,0.2955634,0.2971173,0.4972797,0.4805934,0.3977944,0.2896223,0.30560946,0.4540851,0.32423633,0.44292343,0.42106122,0.25940278
예약,0.2224344,0.2351017,0.14977491,0.2240774,0.31494537,0.16937515,0.13524175,0.1381685,0.23520038,0.22357878,0.1787,0.3374081,0.18635666,0.16782777,0.21478158,0.23570673,0.078431934
예외,0.25156912,0.25071812,0.2269576,0.26826847,0.20951606,0.18699802,0.13745803,0.22826545,0.2283864,0.20954607,0.18215682,0.20095813,0.1715413,0.16622436,0.15332417,0.23315802,0.10786681
예전,0.46568695,0.43705183,0.3776793,0.59817207,0.39002028,0.3082053,0.2971418,0.49461675,0.48789388,0.4267025,0.2923321,0.32899883,0.4668107,0.34165835,0.45669273,0.4352467,0.26318383
예정,0.32959312,0.3628868,0.27256322,0.33378875,0.297854,0.29130518,0.2168708,0.27376646,0.33343652,0.3008686,0.2816926,0.34124047,0.23610553,0.23784971,0.21354434,0.32489815,0.17361158
예측,0.2924155,0.32251486,0.24467751,0.21750635,0.2345342,0.24854323,0.37160617,0.22847398,0.2596234,0.2187407,0.290932,0.2427611,0.15812159,0.17852253,0.13280118,0.2822775,0.17875442
오늘날,0.25483382,0.27535242,0.23503828,0.2510756,0.19470116,0.10259239,0.14025512,0.201188,0.26168346,0.3293472,0.16759449,0.24484482,0.15549368,0.18505052,0.18107496,0.22558612,0.061953396
오답,0.36039817,0.37398887,0.2954077,0.3758015,0.3087017,0.2549566,0.27097985,0.344985,0.33769703,0.27797857,0.26236576,0.26438174,0.2878794,0.21338949,0.22706637,0.31053478,0.15968767
오디오,0.3606333,0.3266781,0.29596,0.4239459,0.33808148,0.32080558,0.2733484,0.49690127,0.30859384,0.25214884,0.28664726,0.2680248,0.48684388,0.2783978,0.42468578,0.34887627,0.42041045
오랫동안,0.33471698,0.33902353,0.2804884,0.3952726,0.2778696,0.20076132,0.2146503,0.3269832,0.35800296,0.3126061,0.21600913,0.23902342,0.30363286,0.24120165,0.31383026,0.29470497,0.14311635
오류,0.31318158,0.29193494,0.26800328,0.39153552,0.2384078,0.17379457,0.15938814,0.3407046,0.2999189,0.25376874,0.18324448,0.20977846,0.28904003,0.21153326,0.26952684,0.25881433,0.1391694
오프라인,0.3827671,0.38617468,0.30334824,0.39717025,0.36300743,0.31002074,0.31233293,0.351781,0.35326666,0.30085066,0.31468046,0.31238157,0.36114556,0.27990314,0.3644864,0.36955813,0.22829449
오픈,0.4418022,0.446919,0.35690647,0.4763833,0.37492704,0.36088,0.32975054,0.43871552,0.42611265,0.34386563,0.33714968,0.36279723,0.40364105,0.33113265,0.37349594,0.41471812,0.28679183
오픈소스,0.44065827,0.4746794,0.35094458,0.3643772,0.37258774,0.45593023,0.41207987,0.46196526,0.39612237,0.28103733,0.41602182,0.34339637,0.4514351,0.31939757,0.36779797,0.3899355,0.35574174
오피스,0.43107504,0.43477446,0.35628176,0.44009542,0.39108557,0.3314114,0.29190946,0.40839386,0.4215846,0.37024328,0.3416539,0.36401427,0.38336012,0.32281065,0.3361169,0.39032033,0.2661176
온디바이스,0.4036463,0.40095836,0.32143772,0.47976562,0.387541,0.25668058,0.28185698,0.42050976,0.41643786,0.4141961,0.27395356,0.33944577,0.381331,0.27436012,0.34595534,0.39511025,0.22580841
온라인,0.38625318,0.4252914,0.27801025,0.29802272,0.3818025,0.37879986,0.26011077,0.38942796,0.3086401,0.17026126,0.44500378,0.34829158,0.3712643,0.32520533,0.41130564,0.42636067,0.30623493
온프레미스,0.46247715,0.42199528,0.36653745,0.6100224,0.3871885,0.31108475,0.29663128,0.49086806,0.49066854,0.40119827,0.29404068,0.33251607,0.44268718,0.33354634,0.4222994,0.44522732,0.26349232
완벽,0.27737153,0.23441967,0.22880545,0.32660222,0.24266043,0.18528193,0.24871428,0.28003404,0.30560344,0.25161716,0.1718419,0.2149078,0.2527197,0.15698846,0.2524981,0.22807479,0.1351179
완성,0.31374216,0.30757618,0.25586742,0.3500485,0.22367898,0.24389763,0.2783752,0.3021006,0.3366553,0.2575932,0.20520222,0.22229326,0.25222725,0.2248357,0.20869634,0.26211992,0.16639365
완성도,0.4100827,0.39966932,0.34450078,0.40081465,0.31668496,0.32968414,0.42474616,0.36130708,0.42220145,0.3394593,0.29097182,0.30349565,0.3090803,0.28334466,0.24231422,0.33615005,0.21970776
완전,0.42775685,0.3990079,0.33911306,0.5219492,0.35473922,0.32496932,0.3191986,0.45204493,0.4495229,0.35450414,0.27479804,0.28125358,0.43528104,0.2871752,0.41264358,0.3819534,0.25123826
완화,0.38757855,0.3703288,0.31068918,0.48219943,0.31235927,0.2878648,0.26485974,0.39261246,0.39367092,0.33777532,0.25053918,0.2545389,0.35394973,0.27050608,0.32268792,0.33930278,0.21933681
외교,0.40411788,0.4816293,0.3245691,0.4107986,0.35312378,0.2582923,0.24287334,0.41987878,0.43802798,0.40783674,0.29623532,0.38884044,0.43044755,0.31071186,0.41805065,0.43238533,0.19300649
외국,0.42639482,0.46472877,0.338229,0.46316513,0.38813633,0.3049415,0.32005352,0.4427892,0.43916112,0.44398493,0.31211266,0.3408903,0.44644165,0.2780798,0.41460297,0.42470834,0.24626422
외국어,0.37516925,0.3638351,0.35873595,0.42729837,0.3349114,0.27002376,0.27232248,0.48254013,0.36293197,0.34550825,0.28564376,0.21745488,0.5517899,0.28526032,0.5223905,0.32048288,0.4282442
외국인,0.28096658,0.3411618,0.20660242,0.29865065,0.27974015,0.14835066,0.17061898,0.30941808,0.3214398,0.37028685,0.18275584,0.23431416,0.36332816,0.14727738,0.36648846,0.31194896,0.13727911
외국인들,0.31837684,0.3688367,0.24580891,0.33816272,0.31070262,0.15195519,0.18126047,0.34310237,0.34722877,0.41660053,0.20608136,0.25367248,0.39075845,0.1793809,0.3842861,0.34505478,0.16185474
외부,0.34239745,0.34767178,0.2668125,0.3646794,0.33392823,0.26021892,0.24732924,0.3282845,0.30720985,0.2733964,0.27784896,0.29210305,0.31683767,0.23994313,0.30802044,0.33049554,0.19157822
외산,0.38053626,0.38411993,0.32590452,0.40077505,0.33008897,0.23742713,0.26387587,0.33610588,0.35542366,0.36326063,0.28450772,0.3182304,0.26352575,0.25713462,0.23512912,0.3555922,0.14396656
외연,0.35321575,0.3496843,0.29373437,0.38111705,0.30070966,0.2186963,0.27708828,0.33200032,0.3185699,0.31845194,0.25709102,0.3114046,0.24869859,0.2347408,0.22936165,0.34271163,0.13221714
왼쪽,0.3170482,0.2990783,0.25673416,0.43314737,0.2648122,0.20056145,0.14788994,0.32304156,0.32883978,0.2948938,0.16807587,0.19939019,0.3448519,0.22359912,0.32287174,0.27209514,0.18715817
요구,0.37137324,0.42715874,0.2995295,0.33660734,0.3530782,0.30833852,0.26204634,0.31687507,0.343213,0.3018813,0.33660662,0.30055833,0.29789108,0.2200417,0.24193567,0.37824637,0.2065188
요금,0.14148515,0.15508933,0.0717404,0.15311845,0.1463967,0.17562938,0.20735726,0.112573445,0.14347085,0.06270158,0.09185465,0.12005389,0.102429494,0.028371662,0.107844844,0.10807049,0.03003167
요리,0.19875431,0.18325934,0.1987716,0.23039627,0.123588115,0.18631652,0.15403783,0.18891783,0.17763607,0.18640685,0.163429,0.13522768,0.12989472,0.19592035,0.08014929,0.16125868,0.13726124
요소,0.49959937,0.47838855,0.42597848,0.54939955,0.41868627,0.36656618,0.3792203,0.48918623,0.47425982,0.4195726,0.38516742,0.33712327,0.42780077,0.3569647,0.36620635,0.4365762,0.3005668
요약,0.3212375,0.32326192,0.27199754,0.32174084,0.2221444,0.23721516,0.35792464,0.31750488,0.3377186,0.2649864,0.22830847,0.2454018,0.2902065,0.228459,0.23268455,0.26736236,0.1883078
요인,0.4874925,0.4913024,0.41112328,0.499384,0.39534384,0.352506,0.38058066,0.4529832,0.4468524,0.42658007,0.3802286,0.33308512,0.40381837,0.31431437,0.33376577,0.4189536,0.2696299
요즘,0.5144638,0.50270116,0.41576058,0.6293789,0.4183538,0.34175083,0.3417873,0.5281205,0.53467196,0.49895954,0.33666924,0.36200368,0.50083756,0.37341672,0.49820197,0.4880063,0.26376703
요청,0.45120522,0.4827845,0.35484296,0.4393378,0.41015512,0.35202476,0.3022477,0.43652213,0.41692397,0.3451975,0.40316448,0.3755481,0.43544865,0.30564454,0.3853761,0.46595997,0.2996385
욕설,0.34753478,0.30421507,0.3260305,0.40765214,0.27380627,0.19623181,0.19467103,0.39684248,0.312033,0.23524478,0.2687012,0.18085665,0.35432732,0.25324678,0.29813385,0.30394316,0.30244407
용도,0.35323966,0.32810912,0.3139866,0.38870457,0.3001435,0.19700947,0.19159812,0.33375156,0.3488174,0.29105723,0.23774298,0.22052068,0.26313177,0.21150446,0.2082432,0.3031463,0.1557406
용량,0.29598606,0.3138066,0.24463609,0.29537338,0.22170502,0.2516284,0.3407228,0.27993542,0.28729293,0.23269075,0.22690809,0.20010063,0.21357697,0.17476463,0.13508397,0.24917656,0.13855647
용어,0.46317786,0.4630844,0.40024132,0.49851137,0.3783528,0.35556448,0.30882537,0.49521005,0.4220205,0.35056874,0.34586835,0.28836125,0.48139924,0.331935,0.3942424,0.38903344,0.33080304
우리나라,0.5032488,0.5023181,0.3953629,0.65108526,0.39012295,0.33405256,0.34624696,0.531857,0.54131305,0.5456387,0.30932784,0.34703815,0.5397967,0.36569893,0.5387975,0.50693214,0.2686923
우리말,0.47312763,0.46324927,0.38968012,0.56649613,0.39559782,0.3150111,0.29905993,0.5056676,0.46755606,0.40395683,0.31788832,0.3156317,0.47313732,0.33218467,0.4246972,0.42535758,0.28895444
우수,0.36695766,0.3476597,0.29011634,0.42820024,0.34104788,0.24770065,0.28136992,0.3658108,0.37711948,0.32786822,0.24455398,0.28151637,0.31870946,0.23777646,0.29236943,0.33709794,0.1984921
우수성,0.36881018,0.34791213,0.30903345,0.3701983,0.33810675,0.25554702,0.3321004,0.3406126,0.37336332,0.3002771,0.27183777,0.28115034,0.2723956,0.23029193,0.19611461,0.31938833,0.19522415
우위,0.37088686,0.36122364,0.3053992,0.42153868,0.32781297,0.2534387,0.24187836,0.36423892,0.36338037,0.33042958,0.27179694,0.28473127,0.31942248,0.25254968,0.26854086,0.34783468,0.20592427
우주,0.4726616,0.4681247,0.3861066,0.55036676,0.40057823,0.33185002,0.3177155,0.49523854,0.4734683,0.41365,0.32936323,0.3517815,0.41694817,0.3318293,0.39834914,0.43688774,0.21693681
운동,0.29416844,0.26683187,0.2534554,0.266443,0.30847228,0.24371988,0.23410872,0.22470802,0.27835655,0.2297618,0.2833132,0.25982147,0.17081416,0.21597373,0.20184639,0.3734662,0.21711563
운영,0.41259423,0.43571848,0.31818542,0.39413664,0.33189714,0.4101197,0.35471654,0.37516707,0.3917718,0.32555544,0.3291412,0.3295427,0.37491202,0.3104948,0.28371346,0.35896668,0.24253967
운영사,0.51499283,0.5034819,0.39589125,0.597393,0.3984468,0.38693574,0.35126057,0.520354,0.547644,0.47332406,0.33624268,0.41134372,0.50438946,0.40441078,0.428706,0.45770735,0.27471516
운영툴,0.31358486,0.34043223,0.21344388,0.23472266,0.27571613,0.44871092,0.3244602,0.3076556,0.26186636,0.14160705,0.3164179,0.2107318,0.31043574,0.2389467,0.15826869,0.2488903,0.28714105
운용,0.37347066,0.38860628,0.3023284,0.3528148,0.36009422,0.31170523,0.28136295,0.30525452,0.3321696,0.2955264,0.32022566,0.31349945,0.27158135,0.20503302,0.21592325,0.32587186,0.15738206
운전,0.085961476,0.11200347,0.035600133,0.09435655,0.11232652,0.060707793,0.053324565,0.09313379,0.06554043,0.08774303,0.07362988,0.12476894,0.11239515,-0.002356816,0.08240543,0.07619152,0.036331028
울트라,0.36576897,0.35393295,0.3016569,0.429795,0.31969315,0.24152562,0.25056154,0.38619226,0.37253803,0.33746767,0.25434428,0.27643883,0.3523244,0.26033306,0.31941205,0.34274888,0.22109422
움직,0.35433528,0.3537668,0.2858835,0.40089527,0.3603313,0.2968051,0.1720086,0.3221299,0.3496881,0.31022125,0.28281456,0.32833415,0.30570573,0.28230578,0.32075903,0.36193725,0.20468673
움직임,0.33756545,0.342202,0.2742973,0.35136795,0.35546464,0.29117185,0.16603772,0.29266495,0.3227054,0.28394285,0.29403543,0.3351555,0.26719886,0.26915497,0.2794949,0.3551683,0.19908121
워크숍,0.612311,0.587672,0.5354244,0.5507519,0.52089196,0.5192996,0.4121207,0.6087946,0.5839733,0.45489657,0.5299829,0.55861557,0.5142111,0.62851965,0.42921144,0.5594493,0.433241
워터마크,0.48486003,0.44913185,0.37143984,0.6254711,0.40693802,0.36461407,0.3770467,0.5180298,0.49206716,0.44896024,0.31655598,0.3610468,0.48952088,0.3497169,0.4673481,0.46094263,0.32553488
원격,0.3710221,0.36826444,0.3042809,0.42963663,0.33154285,0.25635886,0.25040135,0.3804807,0.36007935,0.32125008,0.26456144,0.28864774,0.313388,0.25033784,0.25481364,0.3465889,0.19492751
원고,0.4687449,0.4270075,0.37342,0.61841226,0.4148153,0.32369602,0.27765965,0.50044906,0.49355394,0.42012572,0.29954916,0.32163352,0.48372582,0.3519943,0.49805656,0.4404205,0.28804636
원년,0.47574413,0.4355537,0.39374372,0.60651016,0.40311897,0.31215936,0.29633746,0.5048189,0.48836333,0.42384115,0.31585163,0.33232915,0.46836835,0.34507403,0.445992,0.44022828,0.2817337
원도심,0.4476825,0.433935,0.39245385,0.48984498,0.38576043,0.2795187,0.28103644,0.43870175,0.43464673,0.38919616,0.31696054,0.3279113,0.35394472,0.30548987,0.29307076,0.39767766,0.21648718
원동력,0.29377338,0.29191962,0.2433655,0.29169783,0.24816036,0.21474099,0.25137126,0.28049114,0.28602988,0.24942619,0.22209021,0.25199488,0.20202437,0.19953793,0.15409553,0.29711288,0.10965968
원래,0.5005256,0.46223512,0.38435698,0.6804286,0.4044742,0.3444299,0.3184164,0.5364464,0.5302968,0.45646316,0.302904,0.34099042,0.5088255,0.37625304,0.5131322,0.48876506,0.2809194
원리,0.43371013,0.4218349,0.36061934,0.4837364,0.38679338,0.32093504,0.28756568,0.43215182,0.4201785,0.3654964,0.32378006,0.32618716,0.381412,0.29252082,0.3335243,0.3915072,0.24964416
원본,0.4817782,0.45316404,0.39057106,0.6070755,0.40169197,0.33044532,0.31613544,0.5160805,0.4937848,0.42501777,0.3186955,0.3333308,0.48769343,0.34237617,0.46184558,0.45050615,0.28758594
원서,0.4612896,0.44196063,0.37735933,0.55776584,0.4000291,0.3117208,0.28719592,0.48520213,0.4618434,0.40058535,0.3136344,0.33272988,0.45275575,0.3263119,0.41812116,0.41554055,0.27449158
원어민,0.30158198,0.28996775,0.2809052,0.36931372,0.27890134,0.14629868,0.16844825,0.32086563,0.30735862,0.37399402,0.19363704,0.20696478,0.33277762,0.18814619,0.3000448,0.26491594,0.18343693
원인,0.30119234,0.33235776,0.2640996,0.2824026,0.19795924,0.14091974,0.22295228,0.24574468,0.24731597,0.30829167,0.2251637,0.19927979,0.16140068,0.16007721,0.12001766,0.2552023,0.077653065
원장,0.44442683,0.43652615,0.39144853,0.46036902,0.32747033,0.28301296,0.26782712,0.46476188,0.48397774,0.39778584,0.30048174,0.37902236,0.39127833,0.39026636,0.2996493,0.3530788,0.22181801
원전,0.26555288,0.261357,0.19075878,0.31901574,0.16160831,0.20055687,0.2453867,0.29046273,0.30866146,0.24366993,0.1416766,0.19327667,0.25413197,0.18048958,0.22453636,0.25529385,0.07728935
원천,0.39147955,0.38175207,0.32877228,0.4267366,0.36617243,0.26934975,0.25267234,0.39039075,0.3793935,0.3381657,0.2943719,0.3231603,0.3190605,0.27286988,0.2620178,0.35523117,0.21199085
원천기술,0.51764953,0.53435266,0.4275598,0.44982135,0.43931276,0.47900566,0.46701342,0.5029331,0.4859969,0.39433634,0.44818056,0.44083712,0.41771328,0.37628862,0.3146273,0.46594292,0.30664057
